tot_pop,0-9,19-oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,white-alone_pop,pop_estimate_2018,high_school_diploma_only_2014-18,some_college_or_associate's_degree_2014-,bachelor's_degree_or_higher_2014-18,povall_2018,civilian_labor_force_2018,employed_2018,unemployed_2018,total_nurse_practitioners_(2019),total_physician_assistants_(2019),family_medicine/general_practice_primary,total_specialist_physicians_(2019),total_population,population_aged_60+,county_pop2018_18_and_older,anycondition_number,obesity_number,copd_number,diabetes_number,ckd_number,target
0.3642715443780663,0.28123243998460257,0.32362301417597417,0.5253531906979451,0.2959897409211087,0.2883172357982595,0.29802922357081413,0.46129712865079564,0.4977596258673025,0.3513933911422744,0.48622165168359727,0.3642715443780663,0.2835216666874078,0.4903654822771807,0.33116660319498703,0.425956955559377,0.3566808739611759,0.351411689164198,0.47200820658551296,0.24866209165320113,0.3348223783686507,0.6592174547119886,0.3050242455475558,0.336580564312089,0.42396862875915287,0.39059600497643965,0.2711271855363424,0.2733177741077829,0.32966927515804445,0.25662042008896097,0.33480424021505084,11305
-0.30455530036098416,-0.2971079305838238,-0.30770334118424075,-0.28697559511381904,-0.2789426595159058,-0.2903286961714896,-0.31170308771924815,-0.3330682582253106,-0.342152382313782,-0.32271485163275787,-0.3252716717187694,-0.30455530036098416,-0.35728293687271506,-0.3188470835936488,-0.27053492669168083,-0.2836757675589902,-0.29682853042270757,-0.2972402760420145,-0.2813628176728555,-0.3358629560494835,-0.315943415240947,-0.3226760439178352,-0.30436771819558195,-0.3033897254514131,-0.33415763523923636,-0.30497625862944394,-0.3299695433355878,-0.33182646294442036,-0.36023825543205656,-0.3048947742591792,-0.3097651582614089,180
-0.18247942504429474,-0.21098485575253795,-0.17162674149193563,-0.13573440736129722,-0.1903611778918661,-0.19342373551558792,-0.19960823644998005,-0.18100998749559782,-0.15920271615424658,-0.19271832910523967,-0.17992725628153822,-0.18247942504429474,-0.2295982021032734,-0.19344904342306354,-0.1718289457195029,-0.14820062886039395,-0.18956548060625375,-0.19013306920502798,-0.17261110630590762,-0.21459072195829326,-0.12171516700635002,-0.20703339518176758,-0.19307656097548995,-0.18426768869600516,-0.17377286916713264,-0.17286820987617565,-0.17795319101196697,-0.1919566989915252,-0.17357386085889573,-0.17376811917674315,-0.1699057604787808,2926
-0.30707681060612946,-0.30036146896633903,-0.3117007243491981,-0.28828687658693014,-0.2804533831020268,-0.29164008808919767,-0.31383354541881026,-0.3369508436440952,-0.34767390282304306,-0.32296356946922633,-0.3286225637604305,-0.30707681060612946,-0.3655276438951216,-0.32279093494221917,-0.2717134307195463,-0.2868992776575162,-0.29813806163524964,-0.29849389475672317,-0.28394531213803365,-0.3362873973618673,-0.3178613760315202,-0.32429867829204173,-0.30355356665756195,-0.30520494159751205,-0.33840871921860255,-0.3071195760221669,-0.33053593826107835,-0.3323099766281446,-0.36221051045310904,-0.3072141126854002,-0.31183523260416746,140
-0.275541442284562,-0.2716298542795684,-0.2792249427782725,-0.26591439729954225,-0.2540769658956983,-0.26352568592359654,-0.2760471857804229,-0.29656036548151526,-0.30542441106914336,-0.28515845832601955,-0.2855836220781648,-0.275541442284562,-0.3081492055243878,-0.28327025788675364,-0.2495600624510542,-0.2683257194707711,-0.26538200487989905,-0.26585040448110564,-0.24922510877286033,-0.3114081427310282,-0.29877193571772487,-0.2891766196093872,-0.2702075841065959,-0.27353307464569454,-0.29589787942494045,-0.2755656109408521,-0.29434734820027225,-0.2975104223356584,-0.3200933225841818,-0.2798526419760685,-0.28194853428059014,712
-0.0961124522480339,-0.09196755095096935,-0.12228626053275805,-0.1338380926155673,-0.09461396682554987,-0.09720898113216417,-0.09760379472479187,-0.04468488006737782,-0.05818847040892511,-0.054431212028772595,-0.2353581760801354,-0.0961124522480339,-0.07143363158751256,-0.06336767977605098,-0.08730262491238698,-0.16023945228958292,-0.09110769496101032,-0.08817002192150146,-0.15754655525903488,-0.20653633973044833,-0.23431108706883225,-0.14634296131494456,-0.13946955351971962,-0.09482260853051067,-0.05342321582024788,-0.0945171921190904,-0.14169380158547457,-0.16757955077042813,-0.17630956943648465,-0.1047257839961936,-0.08943162040404015,3764
-0.2615966811071889,-0.2555774700540704,-0.2642761489306214,-0.25223672285693727,-0.23909222113606587,-0.2472828316446159,-0.25900352418392597,-0.28601364091108544,-0.2959589473389815,-0.28963537938245193,-0.27929911889059666,-0.2615966811071889,-0.2904398109655193,-0.2692202874574717,-0.24576126755272193,-0.2654530676142616,-0.251664517291506,-0.251523333455863,-0.24994246834652095,-0.2846372217096155,-0.27820565320334184,-0.2773478958501281,-0.2651473270406483,-0.26161538877373935,-0.288584711966184,-0.2622453189135143,-0.27761846950810537,-0.27717598574792235,-0.3064147796962372,-0.2629113873845413,-0.26888118999192645,910
-0.26335963951877683,-0.25942908534513626,-0.26794238792806746,-0.25385060774692014,-0.2473603704925388,-0.25126302114923865,-0.2638731417829251,-0.28526030344176906,-0.2842257162568016,-0.26227641737092067,-0.26865634856959764,-0.26335963951877683,-0.27107753958115643,-0.2756619113268033,-0.2532961709649255,-0.25282217090166986,-0.2568374618550771,-0.2571059507863886,-0.2454948389898252,-0.2876806296664893,-0.3026922990383621,-0.27207035526970574,-0.2690127169152578,-0.2607291003534125,-0.2763038026924594,-0.2632009134911363,-0.27754767014241905,-0.28007706785026776,-0.2840837631675462,-0.2557853041039782,-0.26435290236714204,1107
-0.3101949683409108,-0.30239493045541105,-0.31425526506999923,-0.29030423269940875,-0.28249490146164974,-0.29532118820908,-0.31692387966432894,-0.3415288174960949,-0.35220943752707895,-0.3316686937456227,-0.33277008296671284,-0.3101949683409108,-0.3684201783397368,-0.32762215284421786,-0.2736316340840507,-0.29027628823692436,-0.3027599365030451,-0.3032304738413616,-0.2858104470295513,-0.3399487984287628,-0.32299024226874307,-0.3293930638625177,-0.30627892579137034,-0.3091308033631523,-0.34430485868423694,-0.31049704187748667,-0.3349659557140222,-0.33664816884600374,-0.3680000332568438,-0.311247744731002,-0.3166222795217967,47
-0.23069693724694232,-0.21239631725671737,-0.22082530352217977,-0.2113650880181205,-0.22022859149314983,-0.22220533707791768,-0.24601007337890432,-0.2668614844796182,-0.2580970924183339,-0.23657557426917916,-0.23420327743936167,-0.23069693724694232,-0.20797306363638846,-0.28198850619846827,-0.25236841247490377,-0.13973617377174746,-0.2529384956204496,-0.254110851886715,-0.22067419774116823,-0.23975749951266756,-0.23637901488301483,-0.25353029128968,-0.2396274135262284,-0.22812221434647353,-0.25721464398051613,-0.23487739971473787,-0.23282269941886272,-0.22769641878014188,-0.21957193764021654,-0.20603717554155696,-0.21130724733395284,2112
0.7484285773031273,0.7773491971654929,0.7873194613110254,0.5603543192494491,0.7244023686879842,0.7574964529530085,0.9104772831372412,0.802587976769181,0.7178809568838278,0.5395069814579242,0.9248639573333892,0.7484285773031273,0.9244049786677924,1.0767175815258798,0.6027365579566213,0.13682783549770797,0.8598489845685117,0.8749611522887873,0.49166385890381353,0.8378082987984296,0.995882135694742,1.3251361981817933,0.7814956373618375,0.7389829181225502,0.6839199709456844,0.7296657214620442,0.7550307358072218,0.8582484529931812,0.49253936721915276,0.46788189847735134,0.5478925178727645,15192
-0.27728641132460313,-0.2748594695857416,-0.28215793397622935,-0.2688395636626363,-0.2597523869354501,-0.2648370778413046,-0.28040174767183557,-0.29563318090389507,-0.294923662243495,-0.27703367566804965,-0.28900195345651336,-0.27728641132460313,-0.29953063350573844,-0.2945595323720363,-0.2616209228213368,-0.24659443710587814,-0.2769663194523864,-0.27766406261528204,-0.2552509291916094,-0.27791975949751263,-0.30273394844329127,-0.30072850091657927,-0.2760175391582584,-0.27577163818157163,-0.28977371246616,-0.2768964795023985,-0.28797540528850374,-0.2947973733325391,-0.29216364664089023,-0.2630122281856813,-0.2705631253954178,1053
-0.2560049847847205,-0.26435723907159314,-0.2719397710930248,-0.25881330378361755,-0.24517594584774224,-0.25662362319881726,-0.25600683643069577,-0.23562695402103773,-0.23438413380266787,-0.2506695850023922,-0.26380914624518226,-0.2560049847847205,-0.29978643587158876,-0.22432611293957902,-0.23245921677011291,-0.24146313531638777,-0.2585143728648029,-0.2606691921577528,-0.20331409605858156,-0.29489414907558537,-0.2830295142739224,-0.2787821525082026,-0.25673662073809833,-0.25432102187792216,-0.23434674395358066,-0.25218255981879883,-0.2786400032130079,-0.2853151327572804,-0.28847362111763075,-0.2508441048481161,-0.24494595540378014,1336
0.12949825277776053,0.20585082643088545,0.2204952591510393,0.03057643055143986,0.14179385921878745,0.20167334172652973,0.17720183689564858,0.03989173812241479,-0.01820674600704336,-0.04464831046101293,0.19378782797234534,0.12949825277776053,0.03830558336227573,0.1637652924736973,0.1784625706481653,-0.12642548921524893,0.18573075865874014,0.1932148881065941,0.008163506256565091,0.149147091181402,0.22428631456757456,0.3577156738127741,0.14571803312839962,0.1195008146255043,-0.018160392773014764,0.10100829111344617,0.04820021138032596,0.08846780663287448,-0.09182070917978472,-0.03847337764718526,-0.014003286539773594,5031
-0.2877022574502093,-0.28385454629034257,-0.2947650654964794,-0.27539597102819174,-0.26885755881936846,-0.27806603139713165,-0.290187806115978,-0.30846889240032466,-0.3075442805503775,-0.2854900821079775,-0.3096847550268667,-0.2877022574502093,-0.3243434629932197,-0.3029566492017007,-0.26473016749059886,-0.25330460098444246,-0.2873181340601284,-0.28826115480464254,-0.2596985585483052,-0.32406352597166893,-0.30719305975636363,-0.3122918226076856,-0.29028543774526966,-0.285755326985116,-0.3032110468836969,-0.28710625314751737,-0.2999404980894913,-0.3035543433822114,-0.3206022916218728,-0.27222235468980527,-0.27884342276645224,812
-0.25185843464317953,-0.24421400879160907,-0.25902514856008574,-0.24917034156596976,-0.2317019246742308,-0.2395295145171138,-0.25546836910003723,-0.2720479232106812,-0.27254178446488303,-0.24055505965267462,-0.2609935539384784,-0.25185843464317953,-0.2591138597013875,-0.2622856821695688,-0.25161617586137264,-0.2183722772636811,-0.2470426424237105,-0.24698436914398655,-0.24348623218357549,-0.2972616498608315,-0.2790232166132537,-0.2822632965202497,-0.26428058174711005,-0.24899110869726243,-0.26110739904208136,-0.2520742333079753,-0.25750133545809323,-0.25956802909896465,-0.28141167571966863,-0.231852420633408,-0.2413233253039526,1489
7.035549030342604,7.546718571209928,8.13585794832748,6.682182831054806,6.431017808974817,6.729598253071314,6.696566278917219,6.653383432215098,7.380532137822315,6.883055400586149,7.902285254573052,7.035549030342604,7.734592010490793,7.954876497002359,3.908954384471802,6.451026259306366,6.167805623604645,6.145155702539352,6.571429717592181,5.8644873527835255,5.350764140449127,6.729288038113659,6.398066431568777,6.861198352913726,6.7733453123775105,6.785175708557451,6.750968330610829,6.757075101621922,6.717548803828193,6.9196763554173115,7.078847689629731,110912
-0.2981211018044065,-0.2911271614983178,-0.3022867687299495,-0.28271897371648913,-0.27441048875754287,-0.2851521491279051,-0.30393042885930727,-0.32533206190579206,-0.3306656476829084,-0.3080404992811184,-0.3161378565561536,-0.2981211018044065,-0.3443550788447411,-0.3153962136636497,-0.26703702643876104,-0.2774699624033245,-0.290559371948185,-0.29095365608352436,-0.27562394108357063,-0.32527397394639,-0.320613707052528,-0.31703508165037364,-0.2926539418066791,-0.29658875623289127,-0.32309830182165145,-0.298333522233586,-0.31937998106793436,-0.3211891619024871,-0.343824003966523,-0.29571826135543533,-0.30057920336541755,393
-0.26882241201182644,-0.2640462390791468,-0.2718688116285581,-0.2562109143985201,-0.25119842500862993,-0.2539778324876518,-0.2650671345596028,-0.28983827729376876,-0.30591740397175593,-0.2946926420573107,-0.27623484402985754,-0.26882241201182644,-0.28548118048903615,-0.28545580884241967,-0.2607934625464526,-0.24354635612836037,-0.26319550253859575,-0.26370134382731925,-0.2462121985634858,-0.28051280393612293,-0.28948217257687253,-0.2866330336063051,-0.26952962416364395,-0.2670945395234576,-0.2989925382604944,-0.26908923311518745,-0.2763744235110458,-0.27822359872932484,-0.28198426588707093,-0.2587769145377995,-0.2710806439811075,1088
-0.0517356708706314,-0.05809247485066359,-0.04418354330974544,-0.05380957563354063,-0.09418524797002906,-0.08779916895071502,-0.0425630688822586,-0.011740853043810092,0.026557009550180602,-0.014719264139307527,-0.20875335775690937,-0.0517356708706314,0.004224837388986625,-0.0033882738498766793,-0.1299544408996027,0.18430334137055693,-0.10038699758019973,-0.10451029344425666,-0.002596887348343999,-0.10679461748450911,-0.11897588099044115,-0.03273817866851896,-0.10499915189343557,-0.039930594099064624,0.01742818383585561,-0.05000273377853033,0.032371496051885065,0.04348760311086124,0.02893219501239638,0.08855241818888908,0.06323636237440675,5829
-0.2146204355412716,-0.21749193251756843,-0.229789849199806,-0.2180828838726743,-0.20979643267547657,-0.19376883865182687,-0.2194612928151303,-0.195613144593116,-0.21959434672428993,-0.22281318731792407,-0.20295778976032577,-0.2146204355412716,-0.16051188621862095,-0.2260351151906262,-0.24445739075593462,-0.1207679000627339,-0.24206523871993074,-0.24450183356116434,-0.1806455335309064,-0.231964775478918,-0.18697960114131248,-0.1649006457049464,-0.21497447035392672,-0.20649190382701896,-0.20789555474863536,-0.21233774785552503,-0.16830424888843173,-0.20122404459623977,-0.10938014098012296,-0.1599193158201772,-0.18698387380653927,3119
-0.2296595501544093,-0.24127147040154015,-0.23575044421500865,-0.21977746300715634,-0.2238829093568749,-0.2267837053520213,-0.22887276529011896,-0.22600741402822816,-0.22166491691526283,-0.2284507916112093,-0.2301231975697668,-0.2296595501544093,-0.27060528905958664,-0.22850002228348268,-0.219570896124946,-0.1282674949858352,-0.24019871233101334,-0.24196371882350282,-0.19441883734519005,-0.25505351246493824,-0.2455100565764257,-0.22087785211344424,-0.23800860978776808,-0.22545116642679433,-0.22786424807699923,-0.22552263174433337,-0.2261169880688587,-0.23905899034766148,-0.2693236610745082,-0.18691103692532876,-0.19164154107774614,1953
-0.2856274832651432,-0.28483539242036554,-0.29282550680105635,-0.2747504170721986,-0.2691842017569081,-0.27486807566798394,-0.28522454202469044,-0.3046152814995907,-0.30024798559171106,-0.28524136427150903,-0.3004666406933915,-0.2856274832651432,-0.32316283668929513,-0.2975009881695117,-0.2659086715184643,-0.25611146692057396,-0.28702778551074126,-0.287655959563059,-0.2667286823701791,-0.31740329438255915,-0.31942728476000914,-0.29554736757117045,-0.28835722705793315,-0.28375737095853726,-0.2968914277879341,-0.2844715976521305,-0.30047655042968774,-0.3063076851923077,-0.31207706024054915,-0.2745416931160263,-0.2794903209985643,909
